order_id,order_date,customer_id,customer_age,customer_gender,region,category,product,quantity,unit_price,discount_pct,total_price,payment_method,customer_rating
102302,2023-04-16,10356,52.0,Female,North,Books,Fiction Novel,4,14.08,0,56.32,PayPal,4.0
104061,2023-04-16,10809,39.0,Female,Central,Beauty,Moisturizer,1,21.68,15,18.43,Gift Card,3.0
100256,2023-04-16,10411,29.0,Male,West,Beauty,Sunscreen,2,11.53,5,21.9,PayPal,3.0
100528,2023-04-16,10378,47.0,Male,West,Electronics,Smartphone,4,571.89,15,1944.44,Debit Card,4.0
103671,2023-04-16,10814,48.0,Male,South,Electronics,Tablet,3,380.48,15,970.23,Debit Card,4.0
100408,2023-04-16,10974,54.0,Female,West,Electronics,Laptop,4,838.57,5,3186.56,Credit Card,3.0
100924,2023-04-16,11163,48.0,Female,West,Clothing,Sneakers,4,68.75,5,261.24,Gift Card,4.0
100522,2023-04-17,10783,,Female,East,Clothing,Hat,5,20.34,10,91.55,Credit Card,5.0
104631,2023-04-18,10034,33.0,Male,East,Sports,Tennis Racket,3,54.84,0,164.52,Credit Card,5.0
102330,2023-04-18,10288,30.0,Female,North,Home & Kitchen,Air Fryer,4,106.62,15,362.52,Gift Card,4.0
101935,2023-04-18,10467,33.0,Male,Central,Books,Biography,1,16.55,15,14.07,Cash,4.0
103058,2023-04-18,10576,55.0,Female,West,Clothing,Dress,4,61.92,5,235.28,Gift Card,3.0
100975,2023-04-18,11156,25.0,Female,West,Beauty,Perfume,4,68.95,20,220.64,Credit Card,4.0
100752,2023-04-18,10260,21.0,Male,East,Clothing,Dress,2,61.63,15,104.78,PayPal,5.0
104098,2023-04-18,10870,20.0,Other,North,Clothing,Sneakers,1,88.07,20,70.46,Credit Card,4.0
101607,2023-04-18,11044,49.0,Female,South,Beauty,Shampoo,1,9.38,5,8.91,Credit Card,3.0
100457,2023-04-19,10191,55.0,Female,Central,Electronics,Laptop,2,840.16,0,1680.32,PayPal,3.0
101575,2023-04-19,10164,30.0,Male,South,Home & Kitchen,Blender,1,37.5,10,33.75,Cash,4.0
102889,2023-04-19,10997,22.0,Female,West,Sports,Running Shoes,1,71.23,0,71.23,PayPal,2.0
102891,2023-04-19,10255,28.0,Female,Central,Home & Kitchen,Vacuum Cleaner,3,149.67,15,381.66,Debit Card,4.0
103069,2023-04-19,10974,36.0,Male,East,Electronics,Headphones,4,74.41,0,297.64,Debit Card,
100938,2023-04-19,10688,45.0,Female,South,Clothing,Jacket,1,72.47,0,72.47,Debit Card,3.0
101104,2023-04-20,10117,37.0,Male,East,Sports,Dumbbells,5,48.54,0,242.7,Gift Card,3.0
104720,2023-04-20,10334,19.0,Male,North,Electronics,Speaker,3,70.38,5,200.58,Credit Card,4.0
104752,2023-04-20,10665,35.0,Female,North,Beauty,Shampoo,4,7.41,15,25.2,Credit Card,5.0
103830,2023-04-20,10308,45.0,Female,Central,Beauty,Sunscreen,1,11.08,0,11.08,PayPal,2.0
101698,2023-04-20,10928,53.0,Male,North,Electronics,Smartwatch,4,193.25,0,773.0,Debit Card,4.0
104752,2023-04-20,10665,35.0,Female,North,Beauty,Shampoo,4,7.41,15,25.2,Credit Card,5.0
104766,2023-04-20,10723,41.0,Male,North,Home & Kitchen,Lamp,1,31.47,0,31.47,Credit Card,2.0
101524,2023-04-20,10835,25.0,Female,South,Electronics,Smartwatch,1,198.64,0,198.64,Credit Card,4.0
102063,2023-04-20,11174,18.0,Male,East,Clothing,Jacket,3,102.28,0,306.84,Debit Card,3.0
101677,2023-04-20,10968,42.0,Male,West,Home & Kitchen,Air Fryer,1,104.95,0,104.95,PayPal,5.0
102663,2023-04-20,10507,25.0,Female,North,Books,Comic Book,5,9.09,0,45.45,Cash,5.0
103980,2023-04-20,10640,34.0,Other,West,Books,Self-Help Book,1,14.55,15,12.37,Gift Card,4.0
100357,2023-04-21,10833,44.0,Female,North,Books,Biography,5,18.91,0,94.55,Debit Card,5.0
100273,2023-04-21,10289,44.0,Male,East,Sports,Dumbbells,4,40.73,10,146.64,Debit Card,
104211,2023-04-21,10894,41.0,Female,West,Beauty,Sunscreen,4,14.96,0,59.84,PayPal,2.0
104113,2023-04-21,11033,39.0,Male,South,Home & Kitchen,Cookware Set,4,123.91,5,470.84,Credit Card,4.0
101481,2023-04-21,10789,54.0,Male,South,Sports,Bicycle,4,243.99,20,780.76,PayPal,5.0
104348,2023-04-21,10337,49.0,Female,North,Sports,Running Shoes,3,71.33,0,213.99,PayPal,3.0
102639,2023-04-21,10960,61.0,Male,West,Home & Kitchen,Air Fryer,1,98.0,0,98.0,Debit Card,5.0
100182,2023-04-22,10921,42.0,Male,West,Clothing,Dress,4,45.17,20,144.56,PayPal,3.0
102013,2023-04-22,10891,47.0,Female,East,Electronics,Laptop,1,1015.34,0,1015.34,PayPal,5.0
104849,2023-04-22,10793,18.0,Male,East,Clothing,Hat,1,20.91,10,18.82,Credit Card,3.0
100390,2023-04-22,11049,38.0,Female,Central,Beauty,Shampoo,3,9.53,20,22.86,Debit Card,3.0
102008,2023-04-22,10773,43.0,Female,East,Electronics,Speaker,2,64.87,5,123.26,Credit Card,3.0
101970,2023-04-22,10839,23.0,Male,South,Home & Kitchen,Lamp,2,38.89,15,66.12,Credit Card,3.0
103701,2023-04-22,10668,45.0,Male,Central,Clothing,Hat,2,18.96,15,32.24,PayPal,4.0
104018,2023-04-22,10907,63.0,Female,Central,Clothing,Dress,4,50.63,10,182.28,Gift Card,4.0
102886,2023-04-23,10229,35.0,Male,North,Clothing,Jeans,4,46.88,0,187.52,Credit Card,4.0
100058,2023-04-23,10994,26.0,Male,East,Home & Kitchen,Air Fryer,4,115.3,0,461.2,Gift Card,3.0
103686,2023-04-23,10682,30.0,Male,East,Electronics,Tablet,3,309.1,0,927.3,PayPal,3.0
103568,2023-04-23,10155,62.0,Male,North,Home & Kitchen,Lamp,4,43.42,20,138.96,Debit Card,5.0
101229,2023-04-23,10005,59.0,Male,East,Home & Kitchen,Vacuum Cleaner,3,172.34,10,465.33,Cash,3.0
101537,2023-04-23,10413,42.0,Female,West,Electronics,Tablet,1,364.9,20,291.92,Credit Card,5.0
103038,2023-04-23,10105,27.0,Male,East,Home & Kitchen,Cookware Set,2,152.6,20,244.16,Credit Card,5.0
100961,2023-04-23,10209,55.0,Female,North,Electronics,Smartphone,3,623.82,0,1871.46,Cash,2.0
101046,2023-04-23,10569,44.0,Female,East,Clothing,T-Shirt,4,13.58,10,48.88,Debit Card,4.0
100536,2023-04-23,10810,32.0,Male,Central,Sports,Dumbbells,2,49.51,0,99.02,Cash,4.0
103928,2023-04-23,11163,50.0,Male,West,Beauty,Perfume,2,59.7,0,119.4,Debit Card,4.0
102308,2023-04-23,10243,34.0,Female,East,Sports,Bicycle,2,290.48,0,580.96,PayPal,4.0
102222,2023-04-23,10787,23.0,Female,South,Electronics,Laptop,5,835.2,0,4176.0,PayPal,5.0
102792,2023-04-24,10744,20.0,Male,Central,Home & Kitchen,Lamp,4,33.75,5,128.24,Credit Card,3.0
104663,2023-04-24,10118,34.0,Female,East,Clothing,Jeans,4,47.43,0,189.72,Debit Card,3.0
103808,2023-04-24,10327,51.0,Male,South,Sports,Dumbbells,4,38.39,20,122.84,Debit Card,3.0
104557,2023-04-24,10904,34.0,Male,North,Clothing,Jacket,2,85.71,0,171.42,Gift Card,2.0
101406,2023-04-24,11100,37.0,Male,South,Sports,Yoga Mat,3,24.96,10,67.38,Debit Card,3.0
104663,2023-04-24,10118,34.0,Female,East,Clothing,Jeans,4,47.43,0,189.72,Debit Card,3.0
102249,2023-04-24,10483,18.0,Male,South,Sports,Yoga Mat,5,25.28,15,107.45,Cash,4.0
100884,2023-04-24,10266,29.0,Female,South,Beauty,Perfume,3,50.9,15,129.78,PayPal,3.0
100533,2023-04-24,10606,59.0,Male,South,Home & Kitchen,Blender,1,35.44,0,35.44,Gift Card,5.0
103603,2023-04-24,10300,18.0,Male,East,Clothing,Hat,4,18.32,0,73.28,Debit Card,5.0
103707,2023-04-25,10703,51.0,Female,North,Electronics,Smartwatch,5,208.0,0,1040.0,PayPal,4.0
101947,2023-04-25,10561,68.0,Female,East,Sports,Tennis Racket,5,57.49,15,244.35,Debit Card,
101655,2023-04-25,10110,54.0,Male,East,Home & Kitchen,Cookware Set,3,113.13,0,339.39,Credit Card,4.0
102868,2023-04-25,10043,62.0,Other,North,Electronics,Speaker,3,75.06,0,225.18,Gift Card,3.0
103403,2023-04-25,10084,40.0,Female,North,Books,Self-Help Book,4,19.1,0,76.4,PayPal,4.0
104418,2023-04-25,10200,49.0,Male,South,Sports,Dumbbells,3,48.24,10,130.26,Credit Card,5.0
100847,2023-04-25,10144,55.0,Female,East,Beauty,Moisturizer,1,21.77,15,18.5,Debit Card,4.0
103253,2023-04-25,10049,18.0,Male,South,Sports,Running Shoes,5,93.18,5,442.6,Debit Card,4.0
102427,2023-04-26,10693,34.0,Male,North,Beauty,Perfume,3,57.62,15,146.94,Credit Card,
100937,2023-04-26,10190,42.0,Female,West,Clothing,Jeans,2,55.12,20,88.2,PayPal,5.0
100750,2023-04-26,10142,21.0,Male,North,Beauty,Lipstick,2,16.02,0,32.04,Credit Card,4.0
101695,2023-04-27,10164,21.0,Male,West,Home & Kitchen,Cookware Set,2,166.08,20,265.72,Gift Card,4.0
103351,2023-04-27,10154,23.0,Female,South,Beauty,Moisturizer,2,22.25,10,40.06,PayPal,3.0
103365,2023-04-28,11057,55.0,Female,North,Home & Kitchen,Blender,3,37.38,0,112.14,PayPal,4.0
102660,2023-04-28,10749,67.0,Female,West,Home & Kitchen,Air Fryer,1,107.21,5,101.85,Debit Card,4.0
103327,2023-04-28,10379,,Male,South,Sports,Tennis Racket,3,67.84,15,172.98,PayPal,4.0
101854,2023-04-28,10103,49.0,Female,East,Clothing,Sneakers,5,72.02,5,342.1,Cash,3.0
104957,2023-04-28,10921,35.0,Female,South,Sports,Bicycle,2,230.72,5,438.36,Credit Card,5.0
101908,2023-04-28,10042,24.0,Female,East,Sports,Bicycle,3,367.53,15,937.2,Debit Card,5.0
100287,2023-04-28,10344,18.0,Male,East,Sports,Tennis Racket,4,77.14,0,308.56,Cash,3.0
100178,2023-04-28,10541,49.0,Female,West,Electronics,Headphones,3,62.95,0,188.85,Credit Card,3.0
100083,2023-04-28,10000,43.0,Female,North,Clothing,Jeans,1,49.66,0,49.66,PayPal,4.0
103163,2023-04-28,10401,48.0,Female,North,Clothing,Hat,2,18.43,0,36.86,Debit Card,4.0
104884,2023-04-28,10064,21.0,Female,West,Clothing,Sneakers,5,67.56,5,320.9,PayPal,3.0
104220,2023-04-29,11167,46.0,Male,South,Electronics,Headphones,5,68.98,20,275.9,Credit Card,4.0
101778,2023-04-29,10527,32.0,Male,North,Home & Kitchen,Cookware Set,3,112.72,5,321.24,Cash,3.0
101556,2023-04-29,10640,18.0,Female,North,Clothing,Jacket,5,84.32,10,379.45,Credit Card,3.0
102433,2023-04-29,10457,48.0,Male,East,Sports,Dumbbells,1,46.66,20,37.33,PayPal,5.0
103322,2023-04-29,10628,40.0,Female,West,Home & Kitchen,Lamp,3,35.0,5,99.75,Debit Card,4.0
103885,2023-04-29,10184,36.0,Male,West,Home & Kitchen,Cookware Set,1,120.0,10,108.0,Credit Card,3.0
102369,2023-04-29,10108,55.0,Male,North,Beauty,Moisturizer,1,20.69,10,18.62,Gift Card,3.0
102095,2023-04-29,11169,28.0,Male,West,Books,Self-Help Book,5,16.76,0,83.8,PayPal,3.0
101487,2023-04-29,10944,31.0,Male,North,Clothing,Sneakers,1,77.4,20,61.92,Credit Card,3.0
102933,2023-04-29,10507,31.0,Female,West,Electronics,Speaker,4,72.39,5,275.08,Cash,3.0
101076,2023-04-30,10005,32.0,Male,East,Home & Kitchen,Lamp,4,35.21,0,140.84,PayPal,5.0
101936,2023-04-30,10361,38.0,Male,Central,Sports,Tennis Racket,4,72.28,0,289.12,Credit Card,5.0
104143,2023-04-30,10103,35.0,Male,Central,Clothing,Dress,3,55.58,0,166.74,Credit Card,5.0
102720,2023-04-30,10097,28.0,Male,South,Home & Kitchen,Blender,5,38.59,0,192.95,Debit Card,5.0
101637,2023-05-01,10116,36.0,Male,South,Electronics,Headphones,3,41.66,15,106.23,Credit Card,5.0
101596,2023-05-01,10596,18.0,Male,North,Clothing,Jeans,2,43.51,0,87.02,Cash,4.0
100350,2023-05-01,10698,24.0,Female,East,Electronics,Smartphone,2,595.91,0,1191.82,Credit Card,4.0
101850,2023-05-01,10185,27.0,Female,West,Beauty,Perfume,3,62.33,15,158.94,Credit Card,3.0
100532,2023-05-01,11133,38.0,Female,Central,Beauty,Moisturizer,1,16.12,20,12.9,Debit Card,2.0
101941,2023-05-01,10978,58.0,Female,East,Sports,Yoga Mat,4,30.06,10,108.2,Debit Card,4.0
104583,2023-05-01,10978,37.0,Male,South,Clothing,T-Shirt,1,14.97,0,14.97,Credit Card,3.0
100623,2023-05-01,10241,42.0,Male,West,Books,Biography,1,16.78,15,14.26,Credit Card,4.0
103271,2023-05-01,10412,24.0,Female,Central,Home & Kitchen,Lamp,4,42.33,15,143.92,PayPal,3.0
100041,2023-05-01,10421,37.0,Female,West,Clothing,Dress,5,48.27,20,193.1,Cash,
104379,2023-05-02,10928,56.0,Male,North,Clothing,Jeans,1,39.96,0,39.96,Credit Card,5.0
101078,2023-05-02,10221,35.0,Female,West,Clothing,Sneakers,1,76.87,0,76.87,Cash,4.0
102596,2023-05-02,10934,44.0,Male,North,Beauty,Sunscreen,2,16.25,15,27.62,PayPal,3.0
104367,2023-05-02,10407,67.0,Male,North,Sports,Yoga Mat,3,22.84,0,68.52,Credit Card,3.0
100168,2023-05-02,10233,30.0,Female,South,Sports,Tennis Racket,4,55.72,20,178.32,Credit Card,4.0
100467,2023-05-02,10040,54.0,Male,Central,Sports,Bicycle,4,242.37,20,775.6,Credit Card,4.0
100187,2023-05-02,11035,42.0,Female,Central,Electronics,Tablet,5,324.95,10,1462.3,PayPal,2.0
102297,2023-05-03,10326,42.0,Male,West,Sports,Dumbbells,5,47.17,0,235.85,Debit Card,4.0
102328,2023-05-03,10815,18.0,Male,East,Home & Kitchen,Air Fryer,3,103.9,0,311.7,Credit Card,3.0
100703,2023-05-03,10332,39.0,Female,North,Electronics,Laptop,1,858.96,0,858.96,Credit Card,5.0
103690,2023-05-03,10876,28.0,Male,West,Sports,Running Shoes,2,85.37,5,162.2,Cash,3.0
102200,2023-05-03,10525,48.0,Female,Central,Sports,Running Shoes,4,98.26,0,393.04,Cash,4.0
103559,2023-05-03,10705,36.0,Male,West,Clothing,T-Shirt,4,13.61,20,43.56,Gift Card,5.0
103524,2023-05-04,11065,39.0,Female,East,Clothing,Jacket,4,73.65,0,294.6,Credit Card,4.0
104283,2023-05-04,10148,35.0,Female,North,Home & Kitchen,Vacuum Cleaner,1,146.07,20,116.86,PayPal,5.0
103049,2023-05-04,10879,18.0,Female,Central,Home & Kitchen,Vacuum Cleaner,2,173.37,5,329.4,Credit Card,3.0
100685,2023-05-04,10652,42.0,Male,North,Home & Kitchen,Lamp,3,40.19,5,114.54,Debit Card,4.0
102940,2023-05-04,10172,46.0,Other,North,Books,Self-Help Book,5,15.22,5,72.3,Credit Card,4.0
103180,2023-05-04,10213,25.0,Female,South,Clothing,Jeans,1,41.38,15,35.17,Cash,2.0
103562,2023-05-04,10008,69.0,Female,North,Clothing,T-Shirt,3,12.22,0,36.66,PayPal,4.0
103517,2023-05-04,10602,58.0,Female,South,Beauty,Perfume,4,51.03,20,163.28,Credit Card,4.0
102534,2023-05-05,10615,39.0,Female,South,Electronics,Tablet,4,274.4,15,932.96,PayPal,3.0
104682,2023-05-05,11054,23.0,Female,West,Electronics,Laptop,1,728.99,10,656.09,Credit Card,4.0
101433,2023-05-05,10304,44.0,Male,East,Electronics,Headphones,5,68.23,10,307.05,Credit Card,3.0
101193,2023-05-05,10318,27.0,Other,North,Electronics,Speaker,1,82.09,0,82.09,Credit Card,3.0
100262,2023-05-05,10098,31.0,Male,Central,Books,Comic Book,2,8.89,5,16.9,Credit Card,3.0
104372,2023-05-05,10417,35.0,Female,East,Electronics,Laptop,5,899.01,0,4495.05,Credit Card,4.0
102450,2023-05-06,10983,39.0,Female,North,Home & Kitchen,Blender,5,36.74,15,156.15,Credit Card,3.0
102103,2023-05-06,10776,38.0,Male,South,Home & Kitchen,Blender,2,46.62,0,93.24,Credit Card,3.0
102051,2023-05-06,11189,47.0,Male,West,Beauty,Lipstick,5,16.42,0,82.1,Debit Card,2.0
100704,2023-05-06,10517,35.0,Female,East,Sports,Running Shoes,5,66.29,20,265.15,PayPal,5.0
102805,2023-05-06,10910,33.0,Male,North,Clothing,Dress,3,54.33,15,138.54,Credit Card,4.0
101032,2023-05-07,10850,39.0,Other,East,Home & Kitchen,Blender,1,39.83,10,35.85,PayPal,5.0
101616,2023-05-07,10030,37.0,Male,East,Electronics,Smartphone,1,728.02,5,691.62,Credit Card,3.0
100908,2023-05-07,11096,45.0,Female,South,Books,Fiction Novel,3,13.81,15,35.22,Debit Card,3.0
103257,2023-05-07,10672,42.0,Male,Central,Sports,Yoga Mat,2,23.52,0,47.04,PayPal,5.0
103289,2023-05-07,10613,36.0,Female,North,Clothing,T-Shirt,3,13.35,5,38.04,Debit Card,4.0
102931,2023-05-08,10403,65.0,Male,North,Clothing,T-Shirt,3,14.01,0,42.03,Debit Card,4.0
103097,2023-05-08,10402,32.0,Female,South,Electronics,Laptop,4,891.86,15,3032.32,PayPal,3.0
103950,2023-05-08,10594,26.0,Female,South,Electronics,Headphones,3,66.45,15,169.44,Gift Card,3.0
103761,2023-05-08,11150,39.0,Male,East,Books,Biography,5,15.91,0,79.55,Credit Card,5.0
100411,2023-05-08,10026,37.0,Male,Central,Clothing,T-Shirt,2,14.76,0,29.52,Debit Card,3.0
104634,2023-05-08,10283,46.0,Female,Central,Clothing,Hat,4,17.44,0,69.76,PayPal,4.0
100259,2023-05-08,10803,41.0,Female,Central,Home & Kitchen,Cookware Set,1,104.9,10,94.41,Debit Card,4.0
103052,2023-05-08,11136,67.0,Male,Central,Sports,Bicycle,2,327.01,5,621.32,Credit Card,4.0
100544,2023-05-08,10959,27.0,Male,West,Books,Comic Book,2,9.35,15,15.9,Gift Card,
102478,2023-05-09,10954,18.0,Female,East,Clothing,Dress,5,57.08,0,285.4,Debit Card,4.0
103196,2023-05-09,10746,23.0,Male,North,Home & Kitchen,Vacuum Cleaner,2,150.66,0,301.32,Cash,3.0
103088,2023-05-09,11109,49.0,Male,North,Electronics,Speaker,5,84.43,10,379.95,PayPal,5.0
102368,2023-05-09,10584,40.0,Male,West,Sports,Tennis Racket,4,67.92,20,217.36,Credit Card,3.0
100761,2023-05-09,10149,30.0,Male,West,Electronics,Laptop,3,685.21,15,1747.29,PayPal,3.0
102370,2023-05-09,10221,,Other,North,Beauty,Shampoo,2,11.94,10,21.5,PayPal,3.0
103888,2023-05-09,11094,57.0,Male,South,Books,Cookbook,1,23.86,0,23.86,Debit Card,4.0
102147,2023-05-09,11066,28.0,Male,South,Clothing,Jacket,1,80.49,5,76.47,Debit Card,5.0
102248,2023-05-09,11002,43.0,Female,North,Electronics,Headphones,5,68.0,0,340.0,Credit Card,3.0
103792,2023-05-10,10526,69.0,Female,South,Beauty,Shampoo,2,10.39,5,19.74,Credit Card,5.0
104226,2023-05-10,10810,35.0,Male,South,Sports,Bicycle,2,379.85,20,607.76,Credit Card,3.0
104773,2023-05-10,10996,27.0,Male,North,Sports,Dumbbells,1,47.57,0,47.57,Cash,5.0
100230,2023-05-10,10325,52.0,Female,East,Clothing,T-Shirt,1,13.91,0,13.91,Cash,5.0
101883,2023-05-10,10913,33.0,Male,Central,Clothing,Jeans,2,55.49,20,88.78,PayPal,5.0
101405,2023-05-10,10975,29.0,Male,South,Electronics,Smartphone,3,706.98,0,2120.94,Credit Card,2.0
102275,2023-05-10,10087,37.0,Male,South,Sports,Running Shoes,1,80.13,0,80.13,Debit Card,3.0
102032,2023-05-10,10906,,Male,West,Clothing,Sneakers,5,60.13,5,285.6,Cash,3.0
100661,2023-05-10,10155,28.0,Male,East,Clothing,Dress,3,62.74,0,188.22,Debit Card,3.0
101174,2023-05-10,10246,37.0,Male,North,Home & Kitchen,Lamp,2,42.77,10,76.98,Cash,
103787,2023-05-10,10297,34.0,Female,East,Books,Biography,3,19.73,5,56.22,Debit Card,
101702,2023-05-11,10039,34.0,Female,East,Books,Biography,4,20.39,20,65.24,Gift Card,5.0
103824,2023-05-11,10062,33.0,Female,North,Sports,Tennis Racket,1,54.87,0,54.87,Credit Card,4.0
103879,2023-05-11,10415,52.0,Female,West,Electronics,Smartwatch,5,195.31,10,878.9,Credit Card,3.0
100392,2023-05-11,10199,42.0,Male,North,Clothing,Hat,5,13.77,0,68.85,PayPal,4.0
104391,2023-05-12,10459,40.0,Male,East,Books,Cookbook,2,21.22,5,40.32,Debit Card,3.0
100349,2023-05-12,10371,27.0,Male,North,Books,Cookbook,5,26.86,10,120.85,Credit Card,3.0
100251,2023-05-12,10179,28.0,Female,Central,Home & Kitchen,Cookware Set,4,125.34,15,426.16,Credit Card,4.0
102483,2023-05-12,10555,27.0,Female,North,Home & Kitchen,Air Fryer,4,89.93,20,287.76,PayPal,5.0
101886,2023-05-12,10048,26.0,Female,Central,Beauty,Moisturizer,2,19.83,5,37.68,PayPal,3.0
102381,2023-05-12,10822,50.0,Male,Central,Clothing,T-Shirt,5,14.96,15,63.6,Credit Card,3.0
104628,2023-05-12,11128,18.0,Male,South,Clothing,Jacket,1,89.77,10,80.79,Credit Card,5.0
103087,2023-05-13,10806,28.0,Female,North,Beauty,Lipstick,3,17.84,20,42.81,Debit Card,4.0
103668,2023-05-13,10568,30.0,Female,South,Sports,Running Shoes,1,86.29,0,86.29,Credit Card,4.0
104168,2023-05-13,11177,35.0,Female,East,Electronics,Smartwatch,4,167.1,5,634.96,Credit Card,2.0
100469,2023-05-13,10662,40.0,Other,West,Home & Kitchen,Air Fryer,1,110.3,0,110.3,Debit Card,4.0
101106,2023-05-13,10778,42.0,Male,North,Beauty,Sunscreen,1,16.6,20,13.28,Debit Card,5.0
100564,2023-05-13,10123,44.0,Female,Central,Electronics,Speaker,4,64.25,10,231.28,Gift Card,4.0
102613,2023-05-13,10543,73.0,Male,East,Books,Biography,2,17.4,15,29.58,Credit Card,4.0
100912,2023-05-14,10403,58.0,Female,Central,Electronics,Smartwatch,2,184.93,0,369.86,Debit Card,3.0
100635,2023-05-14,10919,46.0,Male,North,Electronics,Headphones,4,51.64,0,206.56,Gift Card,4.0
101929,2023-05-14,10877,28.0,Female,West,Clothing,Dress,2,53.34,0,106.68,Credit Card,4.0
103099,2023-05-14,10099,18.0,Male,North,Home & Kitchen,Cookware Set,1,122.04,0,122.04,Credit Card,5.0
100023,2023-05-14,10819,32.0,Female,East,Beauty,Shampoo,5,9.84,20,39.35,Debit Card,5.0
103935,2023-05-14,10433,45.0,Male,North,Sports,Tennis Racket,4,71.48,0,285.92,Debit Card,3.0
104929,2023-05-14,10253,69.0,Male,East,Sports,Bicycle,2,355.17,15,603.78,Debit Card,3.0
101639,2023-05-14,10949,37.0,Female,North,Sports,Bicycle,4,286.59,20,917.08,Gift Card,4.0
101929,2023-05-14,10877,28.0,Female,West,Clothing,Dress,2,53.34,0,106.68,Credit Card,4.0
102926,2023-05-14,10833,26.0,Male,West,Electronics,Tablet,5,404.92,20,1619.7,PayPal,4.0
102385,2023-05-15,10748,38.0,Male,East,Electronics,Smartwatch,1,223.09,10,200.78,Credit Card,5.0
104408,2023-05-16,10448,36.0,Female,North,Electronics,Speaker,1,66.92,0,66.92,Debit Card,5.0
101891,2023-05-16,10178,31.0,Other,West,Books,Cookbook,2,21.22,20,33.96,Credit Card,5.0
103290,2023-05-16,10569,29.0,Female,Central,Clothing,Sneakers,3,73.08,15,186.36,Credit Card,2.0
101663,2023-05-16,10579,44.0,Male,West,Electronics,Laptop,5,1006.89,0,5034.45,Credit Card,5.0
104331,2023-05-16,10125,18.0,Male,Central,Books,Biography,4,17.28,20,55.28,Credit Card,
101798,2023-05-16,10830,56.0,Male,South,Electronics,Headphones,4,59.1,0,236.4,Cash,5.0
102741,2023-05-16,10168,43.0,Female,West,Home & Kitchen,Cookware Set,2,126.84,15,215.62,Credit Card,5.0
101432,2023-05-16,10897,18.0,Female,Central,Home & Kitchen,Cookware Set,1,121.4,15,103.19,Credit Card,3.0
102929,2023-05-16,11118,58.0,Female,North,Electronics,Smartwatch,4,222.48,0,889.92,Cash,4.0
102674,2023-05-17,10822,45.0,Male,West,Clothing,Jeans,5,46.57,15,197.9,Debit Card,5.0
104156,2023-05-17,10094,39.0,Male,South,Beauty,Sunscreen,1,15.73,0,15.73,Cash,4.0
103529,2023-05-17,11114,31.0,Female,West,Sports,Yoga Mat,3,24.42,20,58.62,Debit Card,5.0
101326,2023-05-17,10171,51.0,Other,North,Electronics,Speaker,5,69.43,20,277.7,Credit Card,4.0
104983,2023-05-17,10411,37.0,Male,East,Beauty,Sunscreen,1,15.53,0,15.53,PayPal,4.0
101345,2023-05-17,10208,18.0,Female,East,Clothing,Hat,2,18.68,0,37.36,PayPal,5.0
104019,2023-05-17,10148,26.0,Female,West,Sports,Yoga Mat,5,22.55,20,90.2,Debit Card,5.0
103359,2023-05-17,10815,48.0,Male,Central,Beauty,Sunscreen,3,14.27,5,40.68,Debit Card,2.0
101960,2023-05-17,10677,43.0,Female,West,Beauty,Moisturizer,5,19.62,10,88.3,Debit Card,4.0
104564,2023-05-18,11197,44.0,Male,Central,Books,Comic Book,4,6.55,5,24.88,Credit Card,4.0
103394,2023-05-18,10140,18.0,Female,Central,Sports,Bicycle,1,260.99,0,260.99,Credit Card,4.0
101534,2023-05-18,10226,31.0,Male,Central,Electronics,Smartphone,4,667.17,5,2535.24,Credit Card,5.0
103776,2023-05-18,10185,31.0,Female,East,Electronics,Headphones,3,59.63,20,143.1,Credit Card,5.0
102738,2023-05-18,10744,18.0,Female,East,Home & Kitchen,Lamp,1,38.56,0,38.56,Credit Card,3.0
103256,2023-05-18,10575,40.0,Male,South,Electronics,Speaker,3,83.72,15,213.48,PayPal,4.0
104491,2023-05-18,10270,20.0,Other,Central,Clothing,Jacket,5,95.66,0,478.3,Credit Card,4.0
102944,2023-05-18,10173,44.0,Male,South,Home & Kitchen,Cookware Set,2,129.08,0,258.16,Debit Card,5.0
100253,2023-05-18,10856,60.0,Other,Central,Clothing,Jeans,3,45.69,0,137.07,Debit Card,4.0
104448,2023-05-19,10734,50.0,Female,West,Home & Kitchen,Lamp,4,39.43,15,134.08,PayPal,4.0
102071,2023-05-19,10357,47.0,Female,West,Books,Cookbook,1,23.91,10,21.52,Credit Card,3.0
104905,2023-05-19,10742,18.0,Male,Central,Books,Biography,1,17.84,10,16.06,Credit Card,4.0
102810,2023-05-19,10449,45.0,Female,South,Electronics,Tablet,1,351.01,15,298.36,Credit Card,3.0
104796,2023-05-19,10607,45.0,Female,Central,Books,Cookbook,1,21.07,5,20.02,Debit Card,4.0
100072,2023-05-19,10702,24.0,Female,West,Clothing,Hat,5,18.33,15,77.9,Cash,3.0
104103,2023-05-19,10571,38.0,Female,East,Home & Kitchen,Vacuum Cleaner,4,139.0,20,444.8,Gift Card,4.0
104009,2023-05-19,10009,45.0,Female,North,Sports,Running Shoes,1,84.61,20,67.69,Credit Card,4.0
101651,2023-05-19,10240,38.0,Male,Central,Books,Fiction Novel,1,12.25,5,11.64,Cash,4.0
103045,2023-05-19,10499,46.0,Male,Central,Beauty,Sunscreen,2,12.58,0,25.16,Debit Card,4.0
103913,2023-05-20,10816,52.0,Female,South,Books,Biography,4,19.12,0,76.48,Debit Card,4.0
